Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,No,2,Graduate,No,78353,2457,173,360,1,Urban,Y
Female,Yes,1,Graduate,No,38251,56683,116,480,1,Urban,Y
Male,No,0,Graduate,No,86792,12072,90,180,1,Rural,Y
Female,No,0,Graduate,No,77780,9301,254,360,0,Urban,N
Male,Yes,0,Graduate,No,115226,18132,255,300,1,Urban,Y
Female,Yes,0,Graduate,No,78993,31906,50,240,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,31301,46410,58,360,1,Urban,Y
Female,No,1,Graduate,No,20886,4525,134,360,1,Urban,Y
Male,Yes,0,Graduate,No,14273,20679,192,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,40348,57387,95,360,1,Urban,Y
Female,Yes,0,Graduate,No,45204,29739,306,300,1,Urban,Y
Female,No,0,Graduate,No,25515,273,135,480,1,Semiurban,Y
Male,No,3,Graduate,No,103708,12366,258,300,0,Rural,N
Female,Yes,0,Not Graduate,No,22007,33127,146,120,1,Urban,Y
Female,No,3,Not Graduate,No,22293,5722,157,480,0,Rural,N
Female,Yes,2,Graduate,No,57053,57463,79,360,1,Semiurban,Y
Male,No,3,Graduate,No,59317,13232,315,360,0,Urban,N
Female,Yes,1,Graduate,No,24727,38508,162,300,1,Semiurban,Y
Male,No,3,Not Graduate,Yes,45842,14190,247,240,1,Semiurban,Y
Male,Yes,0,Graduate,No,87265,30363,173,480,0,Rural,N
Male,Yes,1,Graduate,No,50691,5942,94,240,1,Urban,Y
Male,Yes,1,Graduate,No,20227,21019,164,120,1,Urban,Y
Male,Yes,1,Graduate,Yes,18219,40412,258,300,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,110213,52443,206,300,0,Urban,N
Male,Yes,0,Graduate,No,90374,17491,224,240,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,95979,24938,97,120,0,Rural,N
Male,Yes,0,Not Graduate,Yes,82195,9266,263,360,0,Urban,N
Male,Yes,1,Not Graduate,No,97247,51259,245,360,1,Urban,Y
Male,Yes,0,Graduate,No,104853,5659,51,120,1,Urban,Y
Female,Yes,2,Graduate,No,104203,13188,130,180,1,Semiurban,Y
Female,No,0,Graduate,No,28884,4162,147,360,0,Urban,N
Female,Yes,0,Not Graduate,No,55408,44360,312,360,0,Urban,N
Male,No,3,Graduate,No,17756,4719,332,120,1,Rural,Y
Female,Yes,2,Not Graduate,No,46536,29566,254,360,1,Urban,Y
Male,Yes,0,Graduate,No,78199,21658,273,300,1,Urban,Y
Male,No,0,Not Graduate,No,29634,3613,313,360,1,Rural,Y
Female,No,1,Graduate,No,92392,10214,171,180,1,Rural,Y
Female,Yes,3,Graduate,No,23558,6402,149,360,1,Urban,Y
Female,Yes,1,Not Graduate,No,92661,1010,159,360,1,Urban,Y
Female,No,1,Not Graduate,No,107663,4028,336,240,1,Urban,Y
Male,Yes,2,Graduate,No,107823,3131,235,240,1,Semiurban,Y
Female,No,3,Graduate,No,19378,13436,338,300,1,Semiurban,Y
Female,Yes,2,Graduate,No,79773,26477,320,360,1,Rural,Y
Female,Yes,0,Not Graduate,No,98970,43412,323,360,0,Urban,N
Male,No,3,Not Graduate,Yes,40617,2527,175,300,1,Rural,Y
Female,Yes,2,Graduate,No,75564,59418,259,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,108215,18397,344,300,1,Urban,Y
Male,Yes,1,Graduate,No,57169,44805,218,360,1,Semiurban,Y
Female,Yes,2,Not Graduate,Yes,101893,4218,199,480,1,Rural,Y
Male,Yes,0,Graduate,No,27442,51767,302,300,1,Urban,Y
Female,Yes,0,Not Graduate,No,69125,20360,107,360,1,Semiurban,Y
Male,No,0,Not Graduate,No,39072,5750,308,360,1,Urban,Y
Male,No,0,Graduate,No,97486,10474,129,240,1,Urban,Y
Female,No,2,Graduate,No,90669,2742,295,300,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,78342,2201,190,120,1,Rural,Y
Male,Yes,3,Not Graduate,No,43720,24558,319,300,0,Semiurban,N
Female,Yes,0,Not Graduate,No,88778,10108,251,120,0,Semiurban,N
Female,No,2,Graduate,No,76981,2228,74,360,1,Urban,Y
Female,Yes,0,Graduate,No,81561,53805,228,300,1,Rural,Y
Male,No,1,Graduate,No,58847,5258,161,360,0,Semiurban,N
Female,Yes,0,Graduate,No,62630,11953,263,240,0,Urban,N
Female,Yes,0,Graduate,Yes,85554,39944,61,360,0,Urban,N
Male,Yes,0,Graduate,No,32077,37525,191,240,1,Semiurban,Y
Male,Yes,2,Graduate,No,82975,11655,316,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,61707,51126,213,360,1,Urban,Y
Female,Yes,1,Graduate,No,95708,54745,206,240,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,30463,47574,51,360,1,Semiurban,Y
Male,Yes,3,Graduate,No,26752,22660,157,300,1,Urban,Y
Male,Yes,0,Not Graduate,No,72600,29809,167,360,1,Urban,Y
Male,No,2,Graduate,No,34668,5773,237,300,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,52503,6241,251,360,0,Urban,N
Male,Yes,0,Graduate,Yes,60066,24437,228,360,0,Semiurban,N
Female,Yes,1,Not Graduate,No,77743,6404,259,300,1,Rural,Y
Female,Yes,0,Graduate,No,39971,48605,204,300,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,24585,16677,302,360,1,Rural,Y
Male,No,0,Graduate,No,56570,683,315,360,1,Urban,Y
Female,Yes,1,Graduate,No,25208,1264,89,300,1,Urban,Y
Male,No,1,Graduate,No,87075,12952,188,360,1,Semiurban,Y
Male,No,0,Graduate,No,104226,2557,106,360,1,Rural,Y
Male,Yes,2,Not Graduate,No,64665,44358,177,300,1,Semiurban,Y
Male,Yes,2,Graduate,No,65414,2980,300,180,1,Semiurban,Y
Male,Yes,0,Graduate,No,119514,6977,149,360,1,Urban,Y
Female,No,0,Graduate,No,92541,3714,271,300,1,Urban,Y
Female,No,2,Graduate,No,20199,11378,187,360,1,Semiurban,Y
Male,Yes,3,Graduate,No,59737,50736,273,360,1,Urban,Y
Male,Yes,3,Graduate,No,99738,27202,171,360,1,Semiurban,Y
Female,No,2,Graduate,No,112084,8570,249,300,1,Urban,Y
Male,Yes,3,Not Graduate,No,46583,41066,135,300,1,Urban,Y
Male,Yes,2,Graduate,No,31234,55240,220,360,0,Urban,N
Female,Yes,0,Graduate,No,60798,45879,159,240,1,Urban,Y
Female,No,0,Graduate,No,81772,10907,225,180,1,Semiurban,Y
Male,Yes,0,Graduate,No,96340,35381,101,360,1,Rural,Y
Female,Yes,2,Graduate,No,77097,5260,183,300,1,Urban,Y
Male,Yes,1,Graduate,No,19820,58943,99,180,1,Semiurban,Y
Female,Yes,0,Graduate,No,50152,30717,297,120,1,Rural,Y
Female,Yes,3,Graduate,No,30924,48526,241,120,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,48954,35756,318,360,1,Urban,Y
Female,Yes,1,Graduate,Yes,99986,10606,248,360,1,Rural,Y
Female,Yes,1,Graduate,No,64596,2425,215,360,1,Urban,Y
Male,Yes,3,Not Graduate,No,85997,47141,299,360,1,Urban,Y
Male,No,1,Graduate,Yes,21063,12081,241,360,1,Urban,Y
Male,Yes,1,Graduate,No,27448,21765,176,180,1,Rural,Y
Male,No,0,Graduate,No,30428,2854,107,300,1,Rural,Y
Female,Yes,0,Graduate,No,91099,15198,151,360,1,Urban,Y
Female,Yes,2,Graduate,Yes,59459,29401,172,360,1,Urban,Y
Female,Yes,0,Graduate,No,104539,22620,112,120,1,Urban,Y
Male,No,2,Graduate,No,36824,1421,342,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,91023,29739,101,300,1,Rural,Y
Male,Yes,0,Graduate,No,87121,19887,87,180,0,Semiurban,Y
Male,Yes,3,Graduate,No,111715,41588,334,360,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,72920,56732,273,360,1,Urban,Y
Female,Yes,3,Not Graduate,No,116731,46922,282,360,1,Urban,Y
Male,Yes,1,Graduate,No,35205,17314,347,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,56601,7622,50,300,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,40471,55292,109,360,0,Urban,N
Female,No,0,Graduate,No,88503,14598,234,360,1,Urban,Y
Female,Yes,0,Graduate,No,87514,30976,250,300,1,Urban,Y
Female,Yes,1,Graduate,No,31883,10906,248,360,1,Semiurban,Y
Female,No,2,Not Graduate,No,91803,8314,182,480,1,Rural,Y
Female,Yes,1,Graduate,No,35854,56721,258,180,1,Rural,Y
Female,Yes,2,Graduate,No,71797,28772,241,300,1,Urban,Y
Female,Yes,0,Graduate,No,109704,52946,277,180,1,Urban,Y
Female,No,3,Graduate,No,66977,2824,145,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,43700,3400,123,240,1,Urban,Y
Female,Yes,2,Not Graduate,No,61525,37093,182,360,1,Urban,Y
Female,Yes,0,Graduate,No,54351,51021,121,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,46721,16633,321,360,1,Urban,Y
Female,No,0,Graduate,No,94804,12344,316,360,1,Urban,Y
Female,No,1,Graduate,No,70204,6720,204,480,1,Rural,Y
Female,Yes,3,Graduate,No,70540,35674,253,120,1,Urban,Y
Male,Yes,0,Graduate,No,24193,40726,216,360,0,Rural,N
Male,Yes,1,Graduate,No,80078,32575,153,360,1,Urban,Y
Male,No,1,Not Graduate,No,119142,1853,292,480,1,Urban,Y
Male,Yes,0,Not Graduate,No,78395,434,291,120,1,Semiurban,Y
Male,Yes,0,Graduate,No,14779,9642,131,360,1,Urban,Y
Female,Yes,1,Graduate,No,81445,32655,120,360,1,Urban,Y
Female,Yes,0,Graduate,No,14347,51112,100,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,64198,3630,296,360,1,Urban,Y
Male,Yes,1,Graduate,No,30580,59119,171,360,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,89911,10061,167,180,1,Urban,Y
Female,Yes,0,Graduate,Yes,59838,2902,104,360,1,Rural,Y
Female,Yes,0,Graduate,Yes,29130,3029,111,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,12491,54482,187,360,0,Rural,N
Female,Yes,1,Graduate,No,94789,59543,240,480,0,Urban,N
Male,No,1,Graduate,No,14542,14811,288,300,0,Urban,N
Male,No,3,Not Graduate,No,118260,7663,171,360,1,Urban,Y
Male,Yes,1,Graduate,No,97607,37690,290,360,1,Rural,Y
Female,No,1,Graduate,No,50937,3133,206,240,0,Rural,N
Female,Yes,0,Not Graduate,No,74462,7229,222,480,1,Rural,Y
Male,No,3,Graduate,No,92397,9361,74,360,1,Rural,Y
Male,Yes,0,Graduate,No,18627,41057,65,360,1,Urban,Y
Male,Yes,1,Graduate,No,49746,57604,135,300,1,Rural,Y
Male,Yes,0,Graduate,Yes,66079,51241,168,180,1,Semiurban,Y
Female,No,1,Graduate,Yes,55527,2429,288,240,0,Urban,N
Female,Yes,0,Graduate,Yes,76401,56772,218,300,0,Urban,N
Male,Yes,1,Graduate,No,41199,14249,218,360,0,Urban,N
Female,Yes,1,Graduate,No,111832,42426,215,360,1,Rural,Y
Female,No,2,Graduate,No,90004,325,136,240,1,Urban,Y
Female,Yes,2,Graduate,Yes,106332,13290,123,360,1,Urban,Y
Male,Yes,2,Graduate,No,96531,20431,204,180,1,Urban,Y
Female,Yes,2,Graduate,No,35073,42028,177,180,1,Semiurban,Y
Male,No,1,Graduate,No,86829,3680,150,300,1,Semiurban,Y
Male,Yes,3,Graduate,No,36015,51851,227,240,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,41008,16139,60,480,1,Urban,Y
Male,Yes,3,Graduate,Yes,35424,9996,200,360,0,Urban,N
Female,Yes,2,Graduate,No,57461,2937,215,480,1,Urban,Y
Male,Yes,2,Graduate,Yes,58726,21251,323,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,96886,53596,203,480,1,Urban,Y
Male,Yes,1,Graduate,No,78937,52480,68,480,1,Urban,Y
Male,No,2,Graduate,No,14794,5722,164,360,1,Rural,Y
Male,Yes,3,Graduate,No,111149,20582,233,300,1,Rural,Y
Female,No,0,Graduate,No,48394,6710,175,120,1,Urban,Y
Female,Yes,3,Graduate,No,98131,23899,271,240,1,Rural,Y
Male,Yes,3,Graduate,No,19174,20604,337,360,1,Urban,Y
Female,Yes,1,Graduate,No,40281,45398,266,120,0,Urban,N
Male,Yes,0,Graduate,No,108040,6294,75,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,63214,43020,108,300,1,Semiurban,Y
Female,No,1,Graduate,No,81132,13390,230,480,0,Urban,N
Female,Yes,2,Graduate,No,111450,36490,324,360,1,Urban,Y
Male,Yes,3,Graduate,No,12232,47448,333,180,1,Rural,Y
Female,Yes,0,Graduate,No,14325,30546,314,240,1,Rural,Y
Male,Yes,1,Graduate,No,111645,39217,349,360,1,Urban,Y
Female,Yes,0,Graduate,No,22411,17053,248,300,1,Rural,Y
Female,Yes,2,Graduate,Yes,85555,22126,301,360,1,Urban,Y
Female,Yes,2,Not Graduate,No,39161,19901,177,480,1,Urban,Y
Female,Yes,3,Graduate,Yes,57808,34685,227,300,1,Urban,Y
Female,No,1,Graduate,No,25031,6201,303,360,1,Semiurban,Y
Male,No,0,Graduate,No,32145,206,102,180,1,Urban,Y
Female,No,0,Graduate,No,56839,4846,66,360,1,Urban,Y
Male,Yes,1,Graduate,No,78846,31346,119,300,1,Urban,Y
Male,No,2,Graduate,No,99982,973,64,120,1,Urban,Y
Male,Yes,1,Graduate,Yes,102654,46784,192,180,0,Semiurban,N
Female,Yes,0,Not Graduate,No,93159,32540,149,300,1,Rural,Y
Male,Yes,0,Not Graduate,No,19298,273,134,180,1,Urban,Y
Female,Yes,1,Graduate,No,25380,12088,234,180,1,Semiurban,Y
Male,No,0,Graduate,No,113214,14123,309,360,1,Urban,Y
Female,Yes,2,Not Graduate,No,40509,37952,115,300,1,Rural,Y
Female,Yes,0,Graduate,No,66563,5432,217,180,1,Urban,Y
Female,Yes,0,Graduate,No,46016,45487,334,180,1,Rural,Y
Male,No,0,Graduate,No,51348,6012,71,240,1,Rural,Y
Male,No,0,Graduate,No,94745,9620,112,480,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,71532,51282,97,360,1,Semiurban,Y
Male,No,2,Graduate,No,61593,10777,123,360,1,Semiurban,Y
Male,Yes,3,Graduate,Yes,24220,12976,85,360,1,Rural,Y
Male,Yes,3,Graduate,Yes,104257,15168,130,300,1,Rural,Y
Male,Yes,1,Graduate,No,87041,48813,190,360,0,Rural,N
Female,Yes,2,Graduate,No,21071,1427,151,180,0,Urban,N
Female,Yes,1,Not Graduate,No,55007,43345,291,360,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,45852,40516,347,360,0,Semiurban,N
Male,Yes,0,Graduate,No,92592,18935,95,240,1,Rural,Y
Male,Yes,1,Graduate,No,118045,29551,229,240,1,Semiurban,Y
Male,Yes,3,Graduate,Yes,16745,5322,63,480,1,Semiurban,Y
Female,Yes,0,Graduate,No,62921,18915,60,180,1,Rural,Y
Female,Yes,0,Graduate,No,95381,38265,315,360,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,19019,58460,283,360,1,Urban,Y
Female,No,2,Graduate,No,87251,14867,208,360,0,Rural,N
Male,Yes,0,Not Graduate,Yes,25974,37600,266,360,0,Urban,N
Male,Yes,0,Graduate,Yes,118188,23374,221,360,1,Urban,Y
Male,Yes,2,Graduate,No,65366,45962,225,300,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,59211,15977,50,360,1,Urban,Y
Male,Yes,1,Graduate,No,106061,7318,294,360,1,Urban,Y
Female,Yes,1,Graduate,No,32286,17894,309,300,1,Rural,Y
Male,No,2,Not Graduate,No,61298,14054,218,480,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,103920,5127,173,240,1,Urban,Y
Female,No,1,Not Graduate,No,59879,5961,336,360,1,Urban,Y
Female,Yes,0,Not Graduate,Yes,29858,22216,62,300,0,Semiurban,N
Male,No,1,Graduate,No,39345,13428,323,360,1,Urban,Y
Female,Yes,1,Graduate,No,42248,39275,171,240,1,Semiurban,Y
Male,No,3,Graduate,No,31780,5932,214,180,0,Semiurban,N
Female,Yes,3,Graduate,Yes,18279,43700,91,360,1,Urban,Y
Male,Yes,0,Graduate,Yes,88732,30125,148,360,1,Rural,Y
Male,Yes,0,Graduate,Yes,108975,36440,312,180,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,101181,44996,337,360,1,Urban,Y
Male,Yes,0,Graduate,Yes,100639,58259,288,480,1,Rural,Y
Female,No,2,Graduate,Yes,21413,12650,321,360,0,Urban,N
Male,No,1,Not Graduate,No,27933,7875,246,180,1,Rural,Y
Male,No,0,Graduate,No,102476,10285,273,360,1,Urban,Y
Male,Yes,1,Graduate,No,31312,14767,345,360,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,95239,13189,255,360,0,Urban,N
Male,Yes,0,Not Graduate,No,33681,12222,210,240,1,Rural,Y
Female,Yes,1,Not Graduate,No,109909,41274,269,360,1,Semiurban,Y
Male,No,3,Graduate,No,41171,3617,73,300,1,Semiurban,Y
Male,Yes,1,Graduate,No,104075,22788,78,360,0,Semiurban,Y
Male,No,1,Not Graduate,Yes,58704,9455,100,360,1,Semiurban,Y
Female,No,1,Graduate,No,106958,6501,252,360,1,Urban,Y
Female,Yes,2,Graduate,No,98231,40581,340,480,1,Urban,Y
Female,No,2,Graduate,No,76076,13970,346,300,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,74846,44263,160,480,0,Semiurban,N
Male,No,1,Not Graduate,No,97581,7586,270,180,1,Rural,Y
Female,No,0,Graduate,No,83177,703,235,300,1,Semiurban,Y
Male,Yes,0,Graduate,No,30260,33507,288,240,0,Rural,N
Male,Yes,1,Graduate,No,22908,11256,275,240,1,Urban,Y
Female,Yes,0,Graduate,Yes,20395,40447,279,360,1,Urban,Y
Female,Yes,2,Graduate,No,76232,40178,270,360,1,Urban,Y
Male,Yes,2,Graduate,No,101709,46489,59,120,1,Urban,Y
Male,Yes,2,Not Graduate,No,28884,28132,138,240,1,Urban,Y
Male,No,0,Graduate,Yes,109756,10718,320,240,1,Urban,Y
Female,Yes,3,Graduate,No,71886,21685,154,360,0,Rural,N
Male,No,1,Not Graduate,Yes,66466,11623,252,240,1,Rural,Y
Female,Yes,2,Graduate,No,13212,16300,155,360,1,Urban,Y
Female,Yes,0,Graduate,No,88059,30428,52,120,1,Urban,Y
Female,Yes,0,Graduate,Yes,65374,19616,123,360,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,119232,1190,258,360,0,Semiurban,N
Male,Yes,2,Graduate,No,103505,16026,133,180,1,Semiurban,Y
Male,Yes,2,Graduate,No,70334,41678,205,240,0,Semiurban,N
Female,Yes,1,Not Graduate,No,100652,13007,236,120,1,Urban,Y
Female,No,2,Graduate,No,35799,7585,278,360,1,Urban,Y
Male,Yes,3,Graduate,No,43189,1302,180,480,1,Rural,Y
Male,No,1,Graduate,No,20835,13095,208,360,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,98605,47896,236,360,1,Urban,Y
Female,Yes,1,Graduate,No,23568,7010,146,360,0,Rural,N
Male,Yes,0,Graduate,No,30716,28976,178,300,0,Urban,N
Female,Yes,1,Not Graduate,No,81547,37384,287,480,1,Rural,Y
Female,Yes,3,Graduate,No,38400,24832,317,360,1,Urban,Y
Male,Yes,1,Graduate,Yes,78530,41655,345,360,1,Semiurban,Y
Male,Yes,3,Graduate,No,109055,7656,176,360,1,Rural,Y
Female,Yes,3,Graduate,No,95021,59399,218,360,0,Rural,N
Male,Yes,2,Graduate,No,100686,23118,124,360,1,Rural,Y
Female,Yes,0,Not Graduate,No,42782,37708,289,300,1,Semiurban,Y
Male,Yes,1,Graduate,No,88335,40089,202,360,1,Semiurban,Y
Female,No,0,Graduate,No,71231,6602,347,480,1,Semiurban,Y
Female,Yes,3,Graduate,No,112740,29617,231,480,1,Urban,Y
Female,Yes,1,Not Graduate,No,92114,33798,218,480,1,Rural,Y
Male,Yes,1,Not Graduate,No,59693,33179,210,300,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,74514,34488,208,480,1,Urban,Y
Male,Yes,3,Graduate,No,97479,43904,100,360,0,Semiurban,Y
Female,Yes,3,Graduate,No,98191,1673,51,300,1,Urban,Y
Male,Yes,0,Graduate,No,13789,15485,146,300,1,Urban,Y
Female,Yes,0,Graduate,Yes,30119,53828,251,300,1,Urban,Y
Female,No,0,Graduate,No,102436,878,146,180,1,Urban,Y
Female,Yes,1,Graduate,No,88698,15926,232,300,1,Semiurban,Y
Male,No,0,Graduate,Yes,44961,1206,149,300,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,32986,7063,332,360,0,Semiurban,N
Male,Yes,2,Not Graduate,No,54588,1944,274,360,1,Urban,Y
Male,No,1,Graduate,No,15462,5974,247,240,1,Semiurban,Y
Male,Yes,3,Graduate,No,56578,38052,220,180,0,Urban,N
Female,Yes,1,Graduate,No,117121,44050,209,480,1,Semiurban,Y
Female,Yes,3,Graduate,No,46452,44457,260,120,1,Semiurban,Y
Male,Yes,1,Graduate,No,30627,27793,338,120,0,Urban,N
Male,Yes,1,Graduate,Yes,25655,30009,69,300,0,Semiurban,N
Male,No,2,Graduate,Yes,88548,13899,156,240,1,Semiurban,Y
Female,No,3,Graduate,No,84251,10634,149,360,1,Rural,Y
Male,No,0,Not Graduate,No,91875,2403,107,120,1,Urban,Y
Male,Yes,3,Graduate,Yes,85298,8252,124,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,54487,32177,327,360,1,Urban,Y
Male,Yes,0,Graduate,No,102924,48974,63,480,0,Urban,N
Male,No,0,Graduate,No,87968,5309,120,360,1,Semiurban,Y
Female,No,2,Graduate,No,46769,7208,129,360,1,Rural,Y
Female,Yes,1,Graduate,No,44847,30754,303,360,1,Urban,Y
Male,No,2,Graduate,No,73355,7506,77,480,1,Rural,Y
Female,No,0,Graduate,No,20034,13034,119,360,0,Rural,N
Male,No,2,Graduate,No,12171,5596,150,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,13386,52094,153,180,0,Semiurban,N
Female,Yes,1,Not Graduate,No,95358,4201,123,300,1,Rural,Y
Male,No,3,Graduate,No,43224,6112,188,180,1,Urban,Y
Male,No,1,Graduate,Yes,69670,45,110,300,1,Rural,Y
Female,Yes,3,Graduate,Yes,73255,42523,102,360,1,Rural,Y
Male,Yes,0,Not Graduate,No,107945,29008,244,300,1,Rural,Y
Female,Yes,0,Not Graduate,Yes,86796,33,76,360,1,Urban,Y
Female,Yes,0,Graduate,Yes,99179,18943,339,300,1,Rural,Y
Male,No,1,Graduate,Yes,100418,2820,290,300,1,Semiurban,Y
Female,Yes,2,Graduate,No,55746,41943,167,360,1,Semiurban,Y
Female,No,0,Not Graduate,No,62276,10864,182,360,1,Urban,Y
Female,Yes,0,Graduate,No,17157,51992,237,180,0,Urban,N
Female,No,3,Not Graduate,No,115470,6942,252,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,12628,54885,321,300,1,Urban,Y
Female,Yes,2,Not Graduate,No,92658,47421,250,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,64529,11201,195,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,35941,16936,241,360,1,Rural,Y
Male,Yes,0,Graduate,Yes,103899,33952,240,360,0,Rural,N
Female,Yes,1,Graduate,No,107275,21070,163,360,1,Urban,Y
Female,Yes,2,Graduate,No,106792,45511,151,360,1,Rural,Y
Male,No,0,Graduate,No,66865,4336,129,300,0,Semiurban,Y
Male,Yes,3,Graduate,No,119824,37646,314,360,0,Rural,N
Male,No,0,Graduate,No,48951,7708,180,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,25591,31573,330,480,1,Rural,Y
Male,Yes,1,Graduate,No,82167,3107,188,300,1,Rural,Y
Male,Yes,3,Not Graduate,No,77987,33978,282,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,111417,19327,85,240,1,Rural,Y
Male,No,1,Graduate,No,12427,11325,218,480,1,Semiurban,Y
Female,Yes,0,Graduate,No,61398,58707,177,360,1,Urban,Y
Female,No,1,Not Graduate,No,43772,6912,228,300,0,Urban,N
Female,Yes,2,Graduate,Yes,43456,56872,81,480,0,Urban,N
Female,Yes,0,Graduate,No,42417,6693,243,120,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,35102,52981,301,180,1,Semiurban,Y
Female,Yes,3,Graduate,No,20208,52415,103,180,1,Semiurban,Y
Male,Yes,2,Graduate,No,111391,52294,74,480,1,Urban,Y
Female,Yes,3,Graduate,No,42362,23176,271,300,0,Urban,N
Male,Yes,3,Graduate,No,30285,4982,137,480,1,Semiurban,Y
Female,Yes,3,Graduate,No,47718,25566,319,360,1,Semiurban,Y
Male,No,2,Not Graduate,No,16719,5379,128,120,1,Urban,Y
Male,No,1,Not Graduate,No,115896,12019,135,240,1,Urban,Y
Female,No,1,Not Graduate,Yes,70001,14298,296,360,1,Rural,Y
Female,Yes,0,Graduate,No,15808,47341,174,180,1,Rural,Y
Female,Yes,2,Graduate,Yes,109436,475,258,240,1,Rural,Y
Female,Yes,0,Not Graduate,No,95441,46152,238,300,1,Semiurban,Y
Male,No,0,Not Graduate,No,77497,10556,68,180,1,Urban,Y
Female,No,1,Graduate,Yes,72592,3614,114,240,1,Rural,Y
Female,No,0,Graduate,No,17473,12505,128,300,1,Rural,Y
Male,No,2,Not Graduate,No,97097,633,200,180,1,Rural,Y
Male,Yes,1,Graduate,No,64393,56979,285,240,1,Rural,Y
Female,Yes,0,Not Graduate,No,99975,58836,185,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,33369,18574,328,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,100786,40302,184,480,1,Semiurban,Y
Female,No,1,Graduate,No,95385,9095,215,240,1,Rural,Y
Male,Yes,3,Graduate,Yes,27378,15815,308,300,0,Urban,N
Male,Yes,1,Graduate,No,83842,50794,88,120,1,Rural,Y
Female,No,0,Graduate,No,54739,6614,284,120,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,59948,39855,270,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,60608,24107,63,360,1,Semiurban,Y
Female,Yes,2,Graduate,Yes,79363,23891,196,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,30797,53018,81,480,0,Rural,N
Male,No,0,Graduate,Yes,20795,9998,144,180,0,Urban,N
Female,No,0,Graduate,No,115480,13219,119,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,51345,3714,146,360,1,Rural,Y
Male,No,0,Graduate,No,49451,157,138,360,0,Semiurban,N
Female,Yes,2,Graduate,No,35072,52246,95,360,0,Urban,Y
Male,Yes,1,Graduate,Yes,15527,18501,294,360,1,Urban,Y
Male,No,0,Graduate,Yes,89901,1424,108,240,1,Rural,Y
Male,Yes,1,Graduate,Yes,40093,39375,271,360,0,Semiurban,N
Female,Yes,1,Graduate,Yes,112663,7634,127,120,1,Urban,Y
Male,Yes,3,Graduate,No,52018,36731,67,240,1,Semiurban,Y
Male,Yes,2,Graduate,No,36675,7668,343,180,1,Semiurban,Y
Male,Yes,0,Graduate,No,107297,53519,155,180,0,Urban,Y
Female,No,1,Graduate,No,105260,14417,85,480,1,Rural,Y
Male,Yes,3,Graduate,Yes,78345,51982,295,240,1,Rural,Y
Male,Yes,0,Graduate,No,44638,17854,184,360,1,Rural,Y
Male,Yes,1,Not Graduate,No,105789,32501,282,300,1,Urban,Y
Female,Yes,0,Graduate,No,27423,25845,63,360,1,Rural,Y
Male,Yes,3,Graduate,No,19191,20673,275,480,0,Rural,N
